stations,n,n.samples,kim,hub,sch,ley,logbox
ASN00078031,1000,10,65.3333,79.6667,50.6667,34,0
ASN00078031,1000,20,55.6667,78.3333,40,29,0.6667
ASN00078031,1020,30,33.3333,50,21,16.6667,0
ASN00078031,1000,40,39,57.6667,27.3333,26,0.3333
ASN00078031,1000,50,32.3333,51,24,19.6667,0.3333
ASN00078031,1020,60,34,55,22,17,0.3333
ASN00078031,1050,70,41,52,27,26.6667,1.6667
ASN00078031,1040,80,39,57,28,25.6667,0
ASN00078031,1080,90,33.6667,44.6667,22,20.6667,0.6667
ASN00078031,1000,100,33,36.3333,19,18.6667,0.3333
ASN00086071,1000,10,77.3333,83.6667,60.6667,46.3333,0
ASN00086071,1000,20,45,72,34.6667,32.6667,0.3333
ASN00086071,1020,30,45.3333,66.3333,32.6667,25.6667,0.3333
ASN00086071,1000,40,32,43.6667,24.6667,21.3333,0
ASN00086071,1000,50,48.3333,59.6667,34.6667,28.6667,1.6667
ASN00086071,1020,60,31.6667,46.3333,22.3333,22.6667,0.3333
ASN00086071,1050,70,32,44.6667,19.6667,27.6667,0.6667
ASN00086071,1040,80,34.6667,45.3333,24.6667,27,1
ASN00086071,1080,90,36.6667,47.3333,24,27.6667,0.3333
ASN00086071,1000,100,28.3333,42.3333,20,20,0
ASN00090015,1000,10,84.6667,96,68.6667,56,0.6667
ASN00090015,1000,20,63.6667,83.3333,48.3333,52,1.3333
ASN00090015,1020,30,65,76.3333,51.3333,48,1
ASN00090015,1000,40,66,81.3333,48.3333,48,1.6667
ASN00090015,1000,50,65.6667,71,47,53,1.6667
ASN00090015,1020,60,60,61.6667,46.3333,47.6667,1.3333
ASN00090015,1050,70,65,75.3333,50.3333,47,2.3333
ASN00090015,1040,80,62,71.6667,50,50,0.6667
ASN00090015,1080,90,65,71.3333,50,57.3333,2
ASN00090015,1000,100,58,60.6667,44,44,0.6667
ASN00091057,1000,10,52.3333,66.3333,40.3333,25,0
ASN00091057,1000,20,37.3333,58.6667,27.3333,16,0
ASN00091057,1020,30,26.3333,48,18,11,0
ASN00091057,1000,40,18,33.3333,11,6.3333,0.3333
ASN00091057,1000,50,23.3333,42.6667,14.3333,10,0
ASN00091057,1020,60,17,29.6667,10.3333,7.6667,0
ASN00091057,1050,70,10,25.3333,5.3333,3.6667,0
ASN00091057,1040,80,13.3333,20.3333,7.6667,5.3333,0
ASN00091057,1080,90,12.3333,25.6667,7,4.6667,0
ASN00091057,1000,100,11.3333,29.6667,7,5.3333,0
ASN00094029,1000,10,70,91,58.6667,42.3333,0.3333
ASN00094029,1000,20,41.3333,59.6667,27.3333,17.6667,0
ASN00094029,1020,30,35,58.6667,24,18.3333,0.3333
ASN00094029,1000,40,29.3333,54,21.6667,18.3333,0
ASN00094029,1000,50,31.3333,48,20.6667,15.3333,0.3333
ASN00094029,1020,60,28.6667,49.6667,17.6667,15.6667,0.3333
ASN00094029,1050,70,32.6667,41.3333,20,15,1
ASN00094029,1040,80,25.3333,34.6667,16,18,0.6667
ASN00094029,1080,90,21,37,15,15.6667,0.3333
ASN00094029,1000,100,27,37.3333,17.6667,14,0
AU000005010,1000,10,64.3333,80.6667,54.3333,36,0
AU000005010,1000,20,31.3333,52.3333,22.3333,14,0
AU000005010,1020,30,30.6667,49,21,12,0
AU000005010,1000,40,35.6667,53.3333,24.3333,17,0
AU000005010,1000,50,22,41,13.3333,14.3333,0.3333
AU000005010,1020,60,22.6667,43,14.6667,8.3333,0.3333
AU000005010,1050,70,25,37.6667,17.3333,13.6667,0.3333
AU000005010,1040,80,24.6667,36.3333,17.3333,14.3333,0
AU000005010,1080,90,21.6667,40.6667,14.3333,15,0.3333
AU000005010,1000,100,19.6667,25.3333,10.3333,7.3333,0.3333
AU000005901,1000,10,68.3333,77.6667,53,37.6667,0
AU000005901,1000,20,37,61.6667,26,18.6667,0
AU000005901,1020,30,31.6667,56.3333,22,14.6667,0
AU000005901,1000,40,24.3333,38,15,11.3333,0
AU000005901,1000,50,27.3333,42.3333,19.6667,16.6667,0
AU000005901,1020,60,21.6667,30.6667,14.6667,13.3333,0
AU000005901,1050,70,24,44.3333,13.3333,10,0
AU000005901,1040,80,23.3333,31.6667,15.6667,11.3333,0.3333
AU000005901,1080,90,18.6667,26.6667,13,10.3333,0
AU000005901,1000,100,20.3333,33,13.3333,10.6667,0
AU000006306,1000,10,47,65,39.6667,26,0
AU000006306,1000,20,37.6667,61.6667,26,17.6667,0
AU000006306,1020,30,24,47,13.3333,13,0
AU000006306,1000,40,32,48,21.3333,13.6667,0
AU000006306,1000,50,26,50.6667,18,13.3333,0
AU000006306,1020,60,24,39,15.6667,13.6667,0
AU000006306,1050,70,22.3333,38,15.6667,9.3333,0
AU000006306,1040,80,18,29.3333,10.6667,10.3333,0
AU000006306,1080,90,14.3333,32.3333,9,7,0.6667
AU000006306,1000,100,20.6667,38.3333,10,9.6667,0
AU000011801,1000,10,63,76.6667,48.3333,29.6667,0
AU000011801,1000,20,35,61.6667,26,18,0
AU000011801,1020,30,37.6667,60,24.6667,21.3333,0
AU000011801,1000,40,30,54.3333,22.6667,16,0.3333
AU000011801,1000,50,24,41,14,10,0.3333
AU000011801,1020,60,25.3333,39,16.6667,14,0.3333
AU000011801,1050,70,27,45.6667,16.6667,11.6667,0.3333
AU000011801,1040,80,18.6667,33.6667,12.6667,10.6667,0
AU000011801,1080,90,20.3333,30.3333,11.6667,11,0.3333
AU000011801,1000,100,20,34.3333,11,10.6667,0
AU000015410,1000,10,64,78.6667,49.3333,36,0
AU000015410,1000,20,50.3333,66,37.6667,28.6667,0.3333
AU000015410,1020,30,36.3333,46.3333,23.6667,17,0
AU000015410,1000,40,29,50,18.6667,13,0
AU000015410,1000,50,28.3333,47.3333,20.3333,14.3333,0.3333
AU000015410,1020,60,24.3333,41,15.6667,11.6667,0.6667
AU000015410,1050,70,30.3333,47,17.6667,20.3333,0
AU000015410,1040,80,30.3333,43.3333,20.3333,16.3333,0
AU000015410,1080,90,25.6667,46.3333,15.6667,14,0
AU000015410,1000,100,25,42,13.6667,12.3333,0.3333
AU000016402,1000,10,60.3333,71.6667,47.6667,33.6667,0.3333
AU000016402,1000,20,39.3333,56.3333,28.3333,16.6667,0
AU000016402,1020,30,26.6667,48,19.6667,13.3333,0
AU000016402,1000,40,21.3333,40,16.6667,10.6667,0
AU000016402,1000,50,23.3333,42.3333,14.6667,9.3333,0
AU000016402,1020,60,19,34,10.3333,5.6667,0
AU000016402,1050,70,17,36.6667,10.6667,10.6667,0
AU000016402,1040,80,17.3333,28,10.3333,7.3333,0
AU000016402,1080,90,16.3333,29,7.6667,6.3333,0
AU000016402,1000,100,11.3333,25.3333,6.6667,6,0
BE000006447,1000,10,61.3333,76.3333,50.6667,31.6667,0
BE000006447,1000,20,38.3333,61,28.6667,23.3333,0
BE000006447,1020,30,34.6667,57,24,17,0
BE000006447,1000,40,27.3333,45,16,12.3333,0
BE000006447,1000,50,27,43.3333,19.3333,12,0
BE000006447,1020,60,22.6667,41.3333,13,11,0.6667
BE000006447,1050,70,20,29.3333,10.6667,8.3333,0
BE000006447,1040,80,17.6667,38,12,10.3333,0
BE000006447,1080,90,24.3333,36.6667,15.6667,13.3333,1.6667
BE000006447,1000,100,17.3333,29.6667,10,6,0
BKM00014652,1000,10,68.3333,84,51,35,0
BKM00014652,1000,20,44,74.6667,31.6667,24.3333,0
BKM00014652,1020,30,34.6667,47,23.6667,17,0
BKM00014652,1000,40,30.3333,50,20.3333,17,0
BKM00014652,1000,50,29,49,20.6667,14,0.3333
BKM00014652,1020,60,33.6667,53,23,23,0.3333
BKM00014652,1050,70,26,43.6667,17,15,0
BKM00014652,1040,80,30.6667,41.6667,17,16.6667,0.6667
BKM00014652,1080,90,22.6667,34,13.3333,13.6667,0
BKM00014652,1000,100,16,29,7.3333,6,0
BKM00014654,1000,10,65,84,50.3333,37,0
BKM00014654,1000,20,47.3333,71.6667,34,23.3333,0
BKM00014654,1020,30,37.3333,55,28,18.3333,0
BKM00014654,1000,40,35,57.6667,24.6667,16.6667,0
BKM00014654,1000,50,27,39.3333,17.6667,14.3333,0
BKM00014654,1020,60,32.3333,47.6667,20.6667,14.3333,0
BKM00014654,1050,70,25,39,13,10,0
BKM00014654,1040,80,24.6667,46.6667,15,14.3333,0
BKM00014654,1080,90,23,39.3333,12,10.3333,0.3333
BKM00014654,1000,100,19.3333,26.6667,10.3333,8.6667,0
BOM00026850,1000,10,62.6667,70,52,36.3333,0
BOM00026850,1000,20,43,66.3333,29,18.3333,0
BOM00026850,1020,30,41.3333,57,28.3333,19.3333,0
BOM00026850,1000,40,39,53,26.6667,19.6667,0
BOM00026850,1000,50,30,46,20.3333,19,1
BOM00026850,1020,60,32,50.3333,22.3333,14.3333,0.3333
BOM00026850,1050,70,33,40,19.3333,21,1
BOM00026850,1040,80,29,41,20.3333,17.6667,1
BOM00026850,1080,90,32.3333,44.6667,20.6667,15,1.3333
BOM00026850,1000,100,20.3333,35,12.3333,12,0.3333
BOM00033038,1000,10,73.3333,82.3333,60,39.6667,0
BOM00033038,1000,20,44.6667,64.3333,33,24.6667,0
BOM00033038,1020,30,39.3333,57,28.3333,21,0
BOM00033038,1000,40,28.6667,49,19.3333,13.3333,0
BOM00033038,1000,50,34.3333,52,25.3333,18.6667,0.6667
BOM00033038,1020,60,25.6667,33.6667,15.6667,12,0
BOM00033038,1050,70,25.3333,40.6667,17.6667,13.3333,0.3333
BOM00033038,1040,80,25.3333,40.3333,16.3333,15,1
BOM00033038,1080,90,35.3333,44,22.6667,18.6667,0.3333
BOM00033038,1000,100,28,38.3333,19.6667,18.3333,0.3333
CA001016940,1000,10,68.6667,77,55.6667,42.6667,0
CA001016940,1000,20,39,56.6667,29.3333,21.6667,0.6667
CA001016940,1020,30,33,47.3333,25,20,0
CA001016940,1000,40,29,46.6667,19,16.3333,0
CA001016940,1000,50,28.6667,44,18,17,0
CA001016940,1020,60,22.6667,42.6667,14.6667,14.3333,0.6667
CA001016940,1050,70,26.3333,38.6667,18,16,0.3333
CA001016940,1040,80,22,35.3333,14.6667,11.3333,0.3333
CA001016940,1080,90,21,36,13.3333,12,1.3333
CA001016940,1000,100,20,36,11.6667,11.3333,0.3333
CA001017230,1000,10,63.3333,74,48,34.3333,0
CA001017230,1000,20,43.6667,61.3333,34,19,0.3333
CA001017230,1020,30,41,65,29.3333,19.3333,0.6667
CA001017230,1000,40,26.6667,45.3333,20,16.3333,0
CA001017230,1000,50,35,53,21,16.3333,0.3333
CA001017230,1020,60,19.3333,38,13.3333,10.6667,0.6667
CA001017230,1050,70,22,41,13.3333,12,0.3333
CA001017230,1040,80,14.6667,29.6667,8.6667,8.3333,0.3333
CA001017230,1080,90,20.6667,33,14,12,0.3333
CA001017230,1000,100,17,29.3333,11,12,0
CA001018610,1000,10,73,92,61,43,0
CA001018610,1000,20,51.6667,76.6667,37.6667,28.6667,0
CA001018610,1020,30,56.3333,75.6667,44.6667,30,1.3333
CA001018610,1000,40,47.6667,60.3333,35.6667,27.3333,1
CA001018610,1000,50,41.3333,58.6667,30,26.3333,1.6667
CA001018610,1020,60,35.3333,41.6667,27.3333,23.6667,0.3333
CA001018610,1050,70,33.3333,50.6667,21.6667,19.3333,1.3333
CA001018610,1040,80,40,54.3333,29.6667,29,1.3333
CA001018610,1080,90,38,52.3333,28.6667,28.6667,2.3333
CA001018610,1000,100,33.3333,42,22.3333,24,1.6667
CA001032730,1000,10,57.3333,76.6667,46.6667,34,0
CA001032730,1000,20,47,64.6667,32.3333,25,0.3333
CA001032730,1020,30,44.6667,60.6667,28,18.6667,1
CA001032730,1000,40,31,49,20.3333,14.6667,0.3333
CA001032730,1000,50,32,49.3333,22.3333,18.6667,0.3333
CA001032730,1020,60,28.6667,43.3333,21.3333,15,0
CA001032730,1050,70,28,38,18.3333,16,0.3333
CA001032730,1040,80,23,36.3333,12.3333,14.3333,0
CA001032730,1080,90,26,38,16,13.3333,0.6667
CA001032730,1000,100,21.3333,34,11.6667,8.3333,0.6667
CA001036570,1000,10,71,86,53.6667,39.3333,0
CA001036570,1000,20,41,58,30.3333,19.3333,0.3333
CA001036570,1020,30,39.3333,57,30.3333,19.6667,0.3333
CA001036570,1000,40,31.3333,50.6667,24.6667,19,1
CA001036570,1000,50,25.3333,42.6667,18,13,0.3333
CA001036570,1020,60,26.6667,38.6667,17,16.6667,0
CA001036570,1050,70,30,43.3333,22.6667,20,0
CA001036570,1040,80,27.3333,43,15.6667,14.6667,0
CA001036570,1080,90,26.6667,43.3333,14.6667,14,0
CA001036570,1000,100,27.3333,38.3333,20,18.3333,0.3333
CA001054920,1000,10,68.3333,81.6667,57.6667,35.6667,0
CA001054920,1000,20,57.6667,70.6667,43.3333,33.3333,1
CA001054920,1020,30,45,63,29.3333,26,0.6667
CA001054920,1000,40,36.3333,57,25.6667,21.6667,1
CA001054920,1000,50,46.6667,65.3333,37.6667,26,0.3333
CA001054920,1020,60,40.3333,58.3333,29.6667,23.3333,0.6667
CA001054920,1050,70,36,56.6667,26.6667,23,0.6667
CA001054920,1040,80,43,58,30,21.6667,0
CA001054920,1080,90,42,57,30.3333,27,0.3333
CA001054920,1000,100,33.6667,42.3333,24.3333,22,0.6667
CA001060840,1000,10,72,84.6667,60.6667,39,0.3333
CA001060840,1000,20,50,71.3333,39.6667,29,0
CA001060840,1020,30,48.3333,71,37,25.3333,1
CA001060840,1000,40,51,67.6667,34,30.6667,0.3333
CA001060840,1000,50,39.3333,46.6667,29,23.6667,2.6667
CA001060840,1020,60,44.6667,54,31.3333,27.3333,0.6667
CA001060840,1050,70,38.6667,53.3333,28.3333,23.3333,1.3333
CA001060840,1040,80,40,55.6667,28.6667,24.6667,3
CA001060840,1080,90,38.6667,47,27,23,3.3333
CA001060840,1000,100,29.6667,35.6667,21,19,2.3333
CA001080870,1000,10,73.3333,82,61,48.3333,0.3333
CA001080870,1000,20,58.6667,80.6667,46,35.6667,1
CA001080870,1020,30,50,69.6667,37.3333,32,0.6667
CA001080870,1000,40,41.6667,66.3333,30.6667,28.6667,1.3333
CA001080870,1000,50,45.6667,62.3333,31.6667,29.3333,2.6667
CA001080870,1020,60,38.6667,53,28,22.3333,0.3333
CA001080870,1050,70,42.6667,54.6667,33,26.6667,0.6667
CA001080870,1040,80,38.6667,50.6667,29,28,1.6667
CA001080870,1080,90,39,47.6667,28,27.3333,0.3333
CA001080870,1000,100,50,54.3333,35.3333,33.3333,1.6667
CA001090660,1000,10,71.3333,81.6667,56,42,0
CA001090660,1000,20,54.6667,67.6667,42,32.6667,0
CA001090660,1020,30,47,61,34.6667,27.6667,1
CA001090660,1000,40,46.3333,58.6667,35.6667,25.6667,2
CA001090660,1000,50,43.6667,64,30.3333,26,1
CA001090660,1020,60,39.6667,51.6667,31.6667,27,1
CA001090660,1050,70,49.6667,59.3333,37,33,2.3333
CA001090660,1040,80,41,55.3333,30.6667,29,2.6667
CA001090660,1080,90,43.3333,56,30.6667,30,2
CA001090660,1000,100,30,40.6667,22.3333,19.3333,1.6667
CA001092970,1000,10,83.3333,90.3333,67.3333,50.6667,0.3333
CA001092970,1000,20,62.3333,86,49.3333,36.6667,1
CA001092970,1020,30,58.6667,80,47.3333,32.3333,1
CA001092970,1000,40,59.3333,68.6667,48.6667,40,1.6667
CA001092970,1000,50,46,58.3333,30,27.3333,1
CA001092970,1020,60,56.3333,69,45.3333,39.6667,2.6667
CA001092970,1050,70,58,68.3333,41.3333,39.6667,1.6667
CA001092970,1040,80,61.6667,70.6667,50.6667,43,0.3333
CA001092970,1080,90,54,68,38.3333,37.6667,2.3333
CA001092970,1000,100,60.3333,62.6667,44.3333,39,0.6667
CA001100120,1000,10,60,77.3333,44.3333,32.3333,0
CA001100120,1000,20,52.3333,64,40.3333,30,0
CA001100120,1020,30,52.3333,65.3333,41,27.6667,0
CA001100120,1000,40,41.6667,60.3333,31.3333,26.6667,0.6667
CA001100120,1000,50,39.3333,55,28.6667,25.6667,1.3333
CA001100120,1020,60,33.6667,50,23.3333,21,0.3333
CA001100120,1050,70,38.3333,52.3333,25.6667,26,0
CA001100120,1040,80,43.3333,60,32.3333,30.6667,1.6667
CA001100120,1080,90,42,59,29.3333,25.6667,2
CA001100120,1000,100,31.6667,39.6667,22.3333,21.3333,1.3333
CA001101530,1000,10,59.6667,80,50,36,0
CA001101530,1000,20,43.3333,66,32.6667,24,0.3333
CA001101530,1020,30,46,62.3333,32,26,0
CA001101530,1000,40,33.6667,41,24.3333,17,0.3333
CA001101530,1000,50,34,46.3333,24,18.6667,2.3333
CA001101530,1020,60,28.3333,43,18.3333,17,1.3333
CA001101530,1050,70,27.6667,40,20.6667,17.6667,2.6667
CA001101530,1040,80,32.6667,52,23.6667,17,0.6667
CA001101530,1080,90,31,40.3333,21.3333,17.6667,1.6667
CA001101530,1000,100,25.3333,36.6667,18.3333,15.6667,1
CA001123360,1000,10,60.6667,73.6667,46.3333,31.6667,0
CA001123360,1000,20,38.6667,62.3333,29.3333,21.3333,0.3333
CA001123360,1020,30,32.6667,56.6667,23.6667,21.6667,0
CA001123360,1000,40,35,59.6667,26.6667,18,1.3333
CA001123360,1000,50,33,51,21.3333,15.6667,0.3333
CA001123360,1020,60,27.6667,36.6667,16.3333,15.3333,1.6667
CA001123360,1050,70,26.3333,34,16.6667,16,0.3333
CA001123360,1040,80,25,39,16.6667,13,0.3333
CA001123360,1080,90,24.3333,37.3333,14.6667,12.6667,2
CA001123360,1000,100,25.3333,39.3333,14.6667,13.6667,0.3333
CA001123390,1000,10,65.3333,81.6667,54.3333,40.6667,0.3333
CA001123390,1000,20,44.3333,63,35,26.3333,0
CA001123390,1020,30,39,63.3333,24.3333,16.6667,0.3333
CA001123390,1000,40,30,47.3333,21,17.3333,0.6667
CA001123390,1000,50,37,52.6667,24.6667,16.6667,0
CA001123390,1020,60,31,48.6667,20.6667,14.3333,0.3333
CA001123390,1050,70,30.3333,53,21.3333,18.6667,0.3333
CA001123390,1040,80,30,39.3333,20,14.3333,0.3333
CA001123390,1080,90,19.3333,28.3333,11.3333,10,1
CA001123390,1000,100,20.6667,27.3333,13.3333,10.3333,0.3333
CA001124110,1000,10,59.3333,76.6667,48.3333,36,0
CA001124110,1000,20,48.3333,62,35.6667,22.6667,0.3333
CA001124110,1020,30,35,53,21.6667,16,0.3333
CA001124110,1000,40,28.3333,48,17,10.3333,0
CA001124110,1000,50,25.3333,46.3333,17.3333,11.6667,0
CA001124110,1020,60,28.3333,47.6667,17,15.3333,1
CA001124110,1050,70,23,29.6667,14.6667,11.3333,1.3333
CA001124110,1040,80,24.6667,39,16,13,0.6667
CA001124110,1080,90,24.6667,41.3333,16.6667,11.6667,1
CA001124110,1000,100,18.3333,28.3333,10.3333,10.6667,1
CA001142160,1000,10,60.6667,74,46,31.3333,0.6667
CA001142160,1000,20,36,64.3333,26,19,0
CA001142160,1020,30,44.3333,64.6667,32.3333,27,0
CA001142160,1000,40,31.6667,45.6667,21.6667,16.3333,0.3333
CA001142160,1000,50,31.3333,49,21.3333,15.3333,0
CA001142160,1020,60,34.6667,50,22.3333,21,0.6667
CA001142160,1050,70,34,45,22,18.3333,0.6667
CA001142160,1040,80,23.6667,36.3333,14.6667,15.3333,1
CA001142160,1080,90,26,37.3333,14.6667,14,0.3333
CA001142160,1000,100,26.3333,33.6667,16.6667,16.6667,0.6667
CA001142820,1000,10,64.3333,84.3333,51,39,0
CA001142820,1000,20,50.6667,63.6667,37,21.6667,0
CA001142820,1020,30,37,54,26.6667,19,0
CA001142820,1000,40,28.3333,49,20,16.6667,0.3333
CA001142820,1000,50,38.3333,58.6667,28.6667,23,1
CA001142820,1020,60,26,37.6667,17,16.6667,1
CA001142820,1050,70,30.6667,43.3333,21,20.3333,1.3333
CA001142820,1040,80,28.6667,37,18.3333,16,0.6667
CA001142820,1080,90,30,40.6667,18.6667,13.3333,0.6667
CA001142820,1000,100,25.3333,33,15.6667,17.6667,1
CA001143900,1000,10,59.6667,70.3333,47.3333,28.6667,0
CA001143900,1000,20,35.3333,63.3333,28,18,0
CA001143900,1020,30,41.3333,70,29.3333,24.3333,1
CA001143900,1000,40,36.6667,55.3333,25.6667,17.6667,0.6667
CA001143900,1000,50,37.6667,54.3333,27.6667,19,1
CA001143900,1020,60,37.3333,50.6667,25,21.3333,1
CA001143900,1050,70,35.3333,49.3333,25,21,0.3333
CA001143900,1040,80,31.6667,41.6667,23,19.3333,0.6667
CA001143900,1080,90,21.6667,35.3333,14.6667,15,0.6667
CA001143900,1000,100,26.3333,33.6667,16,15.3333,1.3333
CA001146870,1000,10,59,72.3333,44.3333,32.6667,0
CA001146870,1000,20,44.6667,62.6667,30.3333,23.3333,0
CA001146870,1020,30,32,46.3333,21.3333,14.3333,0.3333
CA001146870,1000,40,29.6667,57.3333,18,14.6667,0
CA001146870,1000,50,35.3333,52.3333,23,15,0.6667
CA001146870,1020,60,29.6667,49.3333,19.6667,14,0.3333
CA001146870,1050,70,27.3333,48,18,15.6667,1.3333
CA001146870,1040,80,28,38.6667,20,13.6667,0.6667
CA001146870,1080,90,28,47,18.6667,14.6667,0.6667
CA001146870,1000,100,20,31.3333,12.3333,11.6667,1.3333
CA001152850,1000,10,71.6667,81.3333,60.6667,46.6667,0
CA001152850,1000,20,55.6667,72,44.6667,41,1
CA001152850,1020,30,50,72,35.6667,34,1
CA001152850,1000,40,48.6667,71,36.3333,31,0.3333
CA001152850,1000,50,40.6667,54.3333,28.3333,24.3333,0.3333
CA001152850,1020,60,44.6667,56.6667,35.3333,31.3333,2.3333
CA001152850,1050,70,45.3333,59.6667,35.3333,33,1
CA001152850,1040,80,46,55,38,34.6667,0.6667
CA001152850,1080,90,42,50.6667,30.6667,28.6667,2.6667
CA001152850,1000,100,45.3333,51,32.3333,31,2
CA001168520,1000,10,65.6667,81,52.6667,36,0
CA001168520,1000,20,55.3333,78.6667,43,35.6667,0
CA001168520,1020,30,47.3333,65.3333,34.3333,26,1
CA001168520,1000,40,42.6667,57.3333,30,25.6667,1
CA001168520,1000,50,41.3333,56,32.3333,27.3333,2
CA001168520,1020,60,40.3333,52.6667,30,26.3333,2.6667
CA001168520,1050,70,37.6667,49.3333,26.3333,25.3333,1.6667
CA001168520,1040,80,40.3333,55,27.3333,25,1.3333
CA001168520,1080,90,44,51.6667,32.3333,31.3333,2.6667
CA001168520,1000,100,32.6667,40.3333,23.6667,20.6667,0.6667
CA001173210,1000,10,69.6667,81,56.3333,36.6667,0
CA001173210,1000,20,53.6667,73.6667,41.6667,29.6667,0.3333
CA001173210,1020,30,54,78,41,29.6667,1
CA001173210,1000,40,39.3333,53,30.3333,25.6667,1
CA001173210,1000,50,48.3333,61.3333,35,30.3333,0.3333
CA001173210,1020,60,50.6667,63.3333,37,25.6667,1
CA001173210,1050,70,40,54.3333,31.6667,26.6667,0
CA001173210,1040,80,38.6667,51.3333,28.3333,29,1.6667
CA001173210,1080,90,40.6667,58.6667,31,28,1
CA001173210,1000,100,40.6667,49,28.3333,22.3333,1.6667
CA001200560,1000,10,103.6667,111.6667,92,77,0.6667
CA001200560,1000,20,78.3333,95.6667,62,52,0.6667
CA001200560,1020,30,80.3333,93.3333,64.3333,50.6667,0.3333
CA001200560,1000,40,86.6667,97.6667,73,66.6667,2.3333
CA001200560,1000,50,75.6667,86.3333,61,63,1
CA001200560,1020,60,73.6667,81,57.3333,53.3333,0.3333
CA001200560,1050,70,79.6667,90.6667,61,56.6667,4.6667
CA001200560,1040,80,71.6667,81.3333,57.3333,55.6667,4
CA001200560,1080,90,83,92.6667,63.6667,62.6667,0.3333
CA001200560,1000,100,66.3333,80.3333,49.6667,50.3333,1.6667
CA002100200,1000,10,100,106.3333,80,61.6667,0.3333
CA002100200,1000,20,94,104,79.6667,65,0
CA002100200,1020,30,89,98.6667,70.3333,61.3333,1.3333
CA002100200,1000,40,82.3333,101.6667,64.6667,58.6667,0.6667
CA002100200,1000,50,84.3333,85.6667,63,54.6667,0
CA002100200,1020,60,78.3333,88.3333,62.6667,53,0.3333
CA002100200,1050,70,74,90.6667,61.3333,56.3333,0.6667
CA002100200,1040,80,85.6667,92.3333,71,61.6667,0.3333
CA002100200,1080,90,79.3333,86.3333,59.6667,58.3333,1
CA002100200,1000,100,67.6667,80,52,50.3333,1
CA002100880,1000,10,96.6667,106.6667,82,66.6667,0.3333
CA002100880,1000,20,87,101.3333,72,61,0.6667
CA002100880,1020,30,82.3333,93.3333,65,59,0.3333
CA002100880,1000,40,84,90.3333,63,52,0.3333
CA002100880,1000,50,78.3333,88.6667,62.3333,53,2
CA002100880,1020,60,86.6667,99,69,62,2.6667
CA002100880,1050,70,81.3333,93.6667,66,63.3333,1.3333
CA002100880,1040,80,83,82.6667,63.3333,58.3333,1.3333
CA002100880,1080,90,87,93.3333,63.3333,63,1.3333
CA002100880,1000,100,77,83.6667,56,52.3333,1.3333
CA002201700,1000,10,70.3333,79.6667,58,39.6667,0
CA002201700,1000,20,51.6667,71.6667,38.3333,29.3333,0
CA002201700,1020,30,41.3333,56,26.3333,21.6667,0
CA002201700,1000,40,41,60.6667,29,23.3333,0
CA002201700,1000,50,39.3333,55,26.6667,21.6667,0.3333
CA002201700,1020,60,36.6667,54.3333,27.3333,22,0.6667
CA002201700,1050,70,38,45,24.6667,20.6667,0.3333
CA002201700,1040,80,35,47.6667,23.6667,19.3333,0.6667
CA002201700,1080,90,34.3333,52.3333,23.6667,22.6667,0.3333
CA002201700,1000,100,31,47,18.3333,16,0.3333
CA003011120,1000,10,74,89.3333,60.6667,46,0
CA003011120,1000,20,64.3333,84,52.3333,42.6667,0.6667
CA003011120,1020,30,56.3333,77,38.6667,38,1
CA003011120,1000,40,48.6667,76,37.3333,27.6667,1.3333
CA003011120,1000,50,47,65.3333,34,28.6667,0.6667
CA003011120,1020,60,63.3333,71.6667,42.6667,34,0.6667
CA003011120,1050,70,53.3333,60.6667,39.3333,40.3333,1.3333
CA003011120,1040,80,46.6667,56,32.6667,29.6667,0
CA003011120,1080,90,54.6667,71,41.3333,37.3333,1.3333
CA003011120,1000,100,44.3333,52,31,27,1.3333
CA003024920,1000,10,69.3333,84.3333,56,44,0.6667
CA003024920,1000,20,53,71,40.6667,31.3333,0
CA003024920,1020,30,48.3333,68.3333,35,26,0.3333
CA003024920,1000,40,42.6667,49.3333,28.6667,25.6667,0.6667
CA003024920,1000,50,35,42.6667,26,22.3333,0
CA003024920,1020,60,36,50,23.3333,20.3333,0.6667
CA003024920,1050,70,45,58,33,28.6667,0.6667
CA003024920,1040,80,34.3333,47.6667,20,20.3333,0
CA003024920,1080,90,41.3333,61,31.3333,31.3333,1.3333
CA003024920,1000,100,34.6667,42,23,23.6667,1
CA003031093,1000,10,79,93.6667,66.3333,45.6667,0
CA003031093,1000,20,57.3333,71,45.6667,32.6667,0
CA003031093,1020,30,56.3333,83.6667,44.3333,32.6667,0.3333
CA003031093,1000,40,41,56.6667,29,22.6667,0.3333
CA003031093,1000,50,41,63.3333,28.6667,25.3333,0.3333
CA003031093,1020,60,46.6667,58.6667,30.6667,28.6667,1.3333
CA003031093,1050,70,50,56,33.6667,32.6667,1.3333
CA003031093,1040,80,47,56.3333,35,30,1
CA003031093,1080,90,49.3333,59.3333,38.6667,33,1.3333
CA003031093,1000,100,46,53,32.6667,29.6667,0.6667
CA003032680,1000,10,72,85,61.6667,51.3333,0
CA003032680,1000,20,60,69,47,34,0
CA003032680,1020,30,63,79.3333,48.6667,40.3333,0
CA003032680,1000,40,47.3333,64,34,30,0.3333
CA003032680,1000,50,53.6667,70.3333,40.3333,37,0.6667
CA003032680,1020,60,44.3333,59,31,25.3333,0
CA003032680,1050,70,49,64,32.3333,34,0.6667
